mine_id,date,rainfall_mm,soil_moisture_pct,ambient_temp_c,humidity_pct,wind_speed_kmh,flood_risk_index,timestamp
MINE_GUMGAON_02,2025-11-03,0.0,21.1,37.8,51.8,17.2,LOW,2025-11-03T18:00:00Z
MINE_TIRODI_03,2025-11-03,0.0,25.0,31.2,38.6,16.8,LOW,2025-11-03T18:00:00Z
MINE_DONGRI_04,2025-11-03,0.0,22.2,35.6,47.0,13.7,LOW,2025-11-03T18:00:00Z
MINE_KANDRI_05,2025-11-03,0.0,16.7,25.0,46.2,10.4,LOW,2025-11-03T18:00:00Z
MINE_MANSAR_06,2025-11-03,0.0,16.6,26.9,44.2,12.6,LOW,2025-11-03T18:00:00Z
MINE_CHIKLA_07,2025-11-03,0.0,30.7,33.9,47.7,15.8,LOW,2025-11-03T18:00:00Z
MINE_UKWA_08,2025-11-03,0.0,29.5,34.5,36.5,14.6,LOW,2025-11-03T18:00:00Z
MINE_SITAPATORE_09,2025-11-03,0.0,24.9,27.9,35.9,14.6,LOW,2025-11-03T18:00:00Z
MINE_BELDONGRI_10,2025-11-03,0.0,25.2,31.0,44.7,11.1,LOW,2025-11-03T18:00:00Z
MINE_GUMGAON_02,2025-11-04,0.0,16.2,28.1,56.1,14.3,LOW,2025-11-04T18:00:00Z
MINE_TIRODI_03,2025-11-04,0.0,28.7,26.5,47.6,10.8,LOW,2025-11-04T18:00:00Z
MINE_DONGRI_04,2025-11-04,0.0,25.3,24.6,51.2,14.8,LOW,2025-11-04T18:00:00Z
MINE_KANDRI_05,2025-11-04,0.0,16.2,28.1,48.5,12.3,LOW,2025-11-04T18:00:00Z
MINE_MANSAR_06,2025-11-04,0.0,21.0,30.3,47.5,16.6,LOW,2025-11-04T18:00:00Z
MINE_CHIKLA_07,2025-11-04,8.5,28.2,26.0,45.6,15.7,LOW,2025-11-04T18:00:00Z
MINE_UKWA_08,2025-11-04,0.0,31.8,29.4,42.0,17.9,LOW,2025-11-04T18:00:00Z
MINE_SITAPATORE_09,2025-11-04,0.0,18.6,34.2,46.2,12.6,LOW,2025-11-04T18:00:00Z
MINE_BELDONGRI_10,2025-11-04,0.0,17.1,26.8,56.6,12.5,LOW,2025-11-04T18:00:00Z
MINE_GUMGAON_02,2025-11-05,0.0,25.0,35.5,43.2,11.7,LOW,2025-11-05T18:00:00Z
MINE_TIRODI_03,2025-11-05,0.0,20.6,33.8,35.4,14.2,LOW,2025-11-05T18:00:00Z
MINE_DONGRI_04,2025-11-05,0.0,22.5,26.3,51.2,15.3,LOW,2025-11-05T18:00:00Z
MINE_KANDRI_05,2025-11-05,0.0,30.0,35.5,49.8,11.4,LOW,2025-11-05T18:00:00Z
MINE_MANSAR_06,2025-11-05,0.0,19.9,26.3,30.1,11.0,LOW,2025-11-05T18:00:00Z
MINE_CHIKLA_07,2025-11-05,0.0,24.9,31.7,33.3,11.8,LOW,2025-11-05T18:00:00Z
MINE_UKWA_08,2025-11-05,0.0,17.2,30.6,41.6,12.7,LOW,2025-11-05T18:00:00Z
MINE_SITAPATORE_09,2025-11-05,0.0,22.5,30.3,32.0,11.1,LOW,2025-11-05T18:00:00Z
MINE_BELDONGRI_10,2025-11-05,0.0,30.0,33.3,45.5,11.1,LOW,2025-11-05T18:00:00Z
MINE_GUMGAON_02,2025-11-06,3.5,30.7,31.4,57.5,13.6,LOW,2025-11-06T18:00:00Z
MINE_TIRODI_03,2025-11-06,0.0,20.3,29.0,47.5,17.3,LOW,2025-11-06T18:00:00Z
MINE_DONGRI_04,2025-11-06,0.0,29.4,26.9,30.4,13.5,LOW,2025-11-06T18:00:00Z
MINE_KANDRI_05,2025-11-06,0.0,17.8,36.2,34.8,16.1,LOW,2025-11-06T18:00:00Z
MINE_MANSAR_06,2025-11-06,0.0,30.9,29.3,39.6,17.0,LOW,2025-11-06T18:00:00Z
MINE_CHIKLA_07,2025-11-06,11.2,20.5,35.8,43.3,12.1,LOW,2025-11-06T18:00:00Z
MINE_UKWA_08,2025-11-06,0.0,27.1,28.3,36.4,12.9,LOW,2025-11-06T18:00:00Z
MINE_SITAPATORE_09,2025-11-06,0.0,23.1,28.2,52.6,15.4,LOW,2025-11-06T18:00:00Z
MINE_BELDONGRI_10,2025-11-06,0.0,24.3,26.0,54.0,11.1,LOW,2025-11-06T18:00:00Z
MINE_GUMGAON_02,2025-11-07,0.0,29.5,32.4,57.1,15.7,LOW,2025-11-07T18:00:00Z
MINE_TIRODI_03,2025-11-07,0.0,21.8,25.5,55.9,16.6,LOW,2025-11-07T18:00:00Z
MINE_DONGRI_04,2025-11-07,0.0,22.9,36.5,52.0,14.3,LOW,2025-11-07T18:00:00Z
MINE_KANDRI_05,2025-11-07,0.0,21.1,30.0,50.6,14.0,LOW,2025-11-07T18:00:00Z
MINE_MANSAR_06,2025-11-07,5.1,26.6,34.5,53.7,14.3,LOW,2025-11-07T18:00:00Z
MINE_CHIKLA_07,2025-11-07,0.0,24.7,31.1,35.9,10.5,LOW,2025-11-07T18:00:00Z
MINE_UKWA_08,2025-11-07,0.0,20.1,28.5,31.7,16.1,LOW,2025-11-07T18:00:00Z
MINE_SITAPATORE_09,2025-11-07,0.0,31.2,24.7,55.8,12.4,LOW,2025-11-07T18:00:00Z
MINE_BELDONGRI_10,2025-11-07,0.0,21.5,26.8,36.7,11.7,LOW,2025-11-07T18:00:00Z
MINE_GUMGAON_02,2025-11-08,0.0,18.4,28.2,57.2,12.9,LOW,2025-11-08T18:00:00Z
MINE_TIRODI_03,2025-11-08,0.0,21.1,24.8,32.2,16.9,LOW,2025-11-08T18:00:00Z
MINE_DONGRI_04,2025-11-08,0.0,27.6,35.9,56.3,15.1,LOW,2025-11-08T18:00:00Z
MINE_KANDRI_05,2025-11-08,0.0,24.6,24.1,47.9,16.4,LOW,2025-11-08T18:00:00Z
MINE_MANSAR_06,2025-11-08,0.0,31.9,34.3,55.4,13.7,LOW,2025-11-08T18:00:00Z
MINE_CHIKLA_07,2025-11-08,0.0,26.6,34.5,40.9,11.3,LOW,2025-11-08T18:00:00Z
MINE_UKWA_08,2025-11-08,0.0,24.2,32.8,46.2,13.7,LOW,2025-11-08T18:00:00Z
MINE_SITAPATORE_09,2025-11-08,0.0,23.7,34.1,35.0,17.1,LOW,2025-11-08T18:00:00Z
MINE_BELDONGRI_10,2025-11-08,0.0,23.5,26.9,45.6,15.2,LOW,2025-11-08T18:00:00Z
MINE_GUMGAON_02,2025-11-09,0.0,25.0,30.2,54.4,11.5,LOW,2025-11-09T18:00:00Z
MINE_TIRODI_03,2025-11-09,0.0,25.1,36.1,55.7,16.4,LOW,2025-11-09T18:00:00Z
MINE_DONGRI_04,2025-11-09,0.0,27.6,37.3,32.5,16.4,LOW,2025-11-09T18:00:00Z
MINE_KANDRI_05,2025-11-09,0.0,30.9,33.8,33.9,16.0,LOW,2025-11-09T18:00:00Z
MINE_MANSAR_06,2025-11-09,11.3,32.0,29.5,39.8,15.5,LOW,2025-11-09T18:00:00Z
MINE_CHIKLA_07,2025-11-09,0.0,27.7,36.8,40.1,12.7,LOW,2025-11-09T18:00:00Z
MINE_UKWA_08,2025-11-09,0.0,29.5,32.6,38.9,17.2,LOW,2025-11-09T18:00:00Z
MINE_SITAPATORE_09,2025-11-09,0.0,30.7,25.2,51.4,10.4,LOW,2025-11-09T18:00:00Z
MINE_BELDONGRI_10,2025-11-09,0.0,22.4,24.4,55.3,11.3,LOW,2025-11-09T18:00:00Z
MINE_GUMGAON_02,2025-11-10,0.0,23.6,28.6,38.5,14.9,LOW,2025-11-10T18:00:00Z
MINE_TIRODI_03,2025-11-10,0.0,23.1,35.4,45.3,13.0,LOW,2025-11-10T18:00:00Z
MINE_DONGRI_04,2025-11-10,0.0,22.8,35.1,46.4,13.5,LOW,2025-11-10T18:00:00Z
MINE_KANDRI_05,2025-11-10,0.0,19.1,34.9,52.2,10.5,LOW,2025-11-10T18:00:00Z
MINE_MANSAR_06,2025-11-10,0.0,29.6,29.7,45.0,13.1,LOW,2025-11-10T18:00:00Z
MINE_CHIKLA_07,2025-11-10,0.0,19.4,30.1,31.4,15.4,LOW,2025-11-10T18:00:00Z
MINE_UKWA_08,2025-11-10,0.0,31.1,26.4,30.6,11.4,LOW,2025-11-10T18:00:00Z
MINE_SITAPATORE_09,2025-11-10,0.0,23.0,31.3,52.2,15.1,LOW,2025-11-10T18:00:00Z
MINE_BELDONGRI_10,2025-11-10,0.0,30.9,33.3,41.0,10.6,LOW,2025-11-10T18:00:00Z
MINE_GUMGAON_02,2025-11-11,0.0,16.3,31.8,40.8,10.8,LOW,2025-11-11T18:00:00Z
MINE_TIRODI_03,2025-11-11,0.0,22.3,36.5,44.4,10.1,LOW,2025-11-11T18:00:00Z
MINE_DONGRI_04,2025-11-11,0.0,27.2,29.7,47.0,14.1,LOW,2025-11-11T18:00:00Z
MINE_KANDRI_05,2025-11-11,0.0,28.5,33.3,37.9,10.6,LOW,2025-11-11T18:00:00Z
MINE_MANSAR_06,2025-11-11,0.0,28.9,27.4,53.9,15.7,LOW,2025-11-11T18:00:00Z
MINE_CHIKLA_07,2025-11-11,0.0,26.9,27.2,32.7,15.7,LOW,2025-11-11T18:00:00Z
MINE_UKWA_08,2025-11-11,0.0,22.2,27.3,40.5,11.4,LOW,2025-11-11T18:00:00Z
MINE_SITAPATORE_09,2025-11-11,0.0,18.3,27.8,53.4,12.4,LOW,2025-11-11T18:00:00Z
MINE_BELDONGRI_10,2025-11-11,0.0,16.0,32.9,42.7,17.3,LOW,2025-11-11T18:00:00Z
MINE_GUMGAON_02,2025-11-12,0.0,22.1,26.3,46.1,10.6,LOW,2025-11-12T18:00:00Z
MINE_TIRODI_03,2025-11-12,0.0,26.1,31.2,44.8,10.6,LOW,2025-11-12T18:00:00Z
MINE_DONGRI_04,2025-11-12,0.0,31.7,29.8,31.2,15.3,LOW,2025-11-12T18:00:00Z
MINE_KANDRI_05,2025-11-12,10.5,30.3,28.1,46.6,15.1,LOW,2025-11-12T18:00:00Z
MINE_MANSAR_06,2025-11-12,0.0,25.8,28.7,44.3,15.1,LOW,2025-11-12T18:00:00Z
MINE_CHIKLA_07,2025-11-12,0.0,29.2,29.3,53.0,17.2,LOW,2025-11-12T18:00:00Z
MINE_UKWA_08,2025-11-12,0.0,31.4,29.8,47.5,14.4,LOW,2025-11-12T18:00:00Z
MINE_SITAPATORE_09,2025-11-12,0.0,31.8,36.2,36.2,16.6,LOW,2025-11-12T18:00:00Z
MINE_BELDONGRI_10,2025-11-12,0.0,22.9,24.8,35.0,15.5,LOW,2025-11-12T18:00:00Z
MINE_GUMGAON_02,2025-11-13,0.0,19.4,31.3,35.5,12.1,LOW,2025-11-13T18:00:00Z
MINE_TIRODI_03,2025-11-13,0.0,29.4,30.5,52.4,15.1,LOW,2025-11-13T18:00:00Z
MINE_DONGRI_04,2025-11-13,6.1,18.7,31.2,30.7,12.0,LOW,2025-11-13T18:00:00Z
MINE_KANDRI_05,2025-11-13,0.0,31.8,32.9,51.0,16.7,LOW,2025-11-13T18:00:00Z
MINE_MANSAR_06,2025-11-13,0.0,17.5,31.6,36.6,11.8,LOW,2025-11-13T18:00:00Z
MINE_CHIKLA_07,2025-11-13,0.0,18.0,34.7,37.1,14.6,LOW,2025-11-13T18:00:00Z
MINE_UKWA_08,2025-11-13,0.0,20.1,35.3,34.8,17.4,LOW,2025-11-13T18:00:00Z
MINE_SITAPATORE_09,2025-11-13,0.0,27.1,28.1,51.2,11.4,LOW,2025-11-13T18:00:00Z
MINE_BELDONGRI_10,2025-11-13,9.6,24.1,33.4,45.4,12.9,LOW,2025-11-13T18:00:00Z
MINE_GUMGAON_02,2025-11-14,0.0,16.8,32.2,58.0,12.8,LOW,2025-11-14T18:00:00Z
MINE_TIRODI_03,2025-11-14,0.0,23.0,29.5,30.1,17.8,LOW,2025-11-14T18:00:00Z
MINE_DONGRI_04,2025-11-14,0.0,25.7,26.3,57.0,16.8,LOW,2025-11-14T18:00:00Z
MINE_KANDRI_05,2025-11-14,0.0,23.6,27.2,49.9,12.2,LOW,2025-11-14T18:00:00Z
MINE_MANSAR_06,2025-11-14,0.0,17.0,36.4,38.3,10.4,LOW,2025-11-14T18:00:00Z
MINE_CHIKLA_07,2025-11-14,0.0,27.0,26.4,31.3,16.0,LOW,2025-11-14T18:00:00Z
MINE_UKWA_08,2025-11-14,0.0,25.6,35.4,52.1,11.9,LOW,2025-11-14T18:00:00Z
MINE_SITAPATORE_09,2025-11-14,0.0,31.4,28.1,51.2,17.5,LOW,2025-11-14T18:00:00Z
MINE_BELDONGRI_10,2025-11-14,0.0,26.9,27.2,48.0,12.8,LOW,2025-11-14T18:00:00Z
MINE_GUMGAON_02,2025-11-15,0.0,25.3,27.7,53.6,14.5,LOW,2025-11-15T18:00:00Z
MINE_TIRODI_03,2025-11-15,0.0,24.4,26.7,57.6,14.2,LOW,2025-11-15T18:00:00Z
MINE_DONGRI_04,2025-11-15,0.0,29.1,28.0,41.5,12.0,LOW,2025-11-15T18:00:00Z
MINE_KANDRI_05,2025-11-15,0.0,26.4,31.2,52.7,12.7,LOW,2025-11-15T18:00:00Z
MINE_MANSAR_06,2025-11-15,10.1,31.0,31.2,43.9,10.8,LOW,2025-11-15T18:00:00Z
MINE_CHIKLA_07,2025-11-15,0.0,29.4,25.7,33.5,11.7,LOW,2025-11-15T18:00:00Z
MINE_UKWA_08,2025-11-15,0.0,17.7,32.6,43.5,12.3,LOW,2025-11-15T18:00:00Z
MINE_SITAPATORE_09,2025-11-15,0.0,27.1,32.0,49.4,13.8,LOW,2025-11-15T18:00:00Z
MINE_BELDONGRI_10,2025-11-15,0.0,20.0,34.0,30.8,15.7,LOW,2025-11-15T18:00:00Z
MINE_GUMGAON_02,2025-11-16,0.0,24.4,36.5,49.3,17.3,LOW,2025-11-16T18:00:00Z
MINE_TIRODI_03,2025-11-16,0.0,21.3,37.1,51.1,13.8,LOW,2025-11-16T18:00:00Z
MINE_DONGRI_04,2025-11-16,0.0,25.6,29.7,56.5,13.5,LOW,2025-11-16T18:00:00Z
MINE_KANDRI_05,2025-11-16,0.0,22.1,24.8,38.2,17.1,LOW,2025-11-16T18:00:00Z
MINE_MANSAR_06,2025-11-16,0.0,17.7,24.1,33.0,10.0,LOW,2025-11-16T18:00:00Z
MINE_CHIKLA_07,2025-11-16,0.0,25.5,31.0,34.3,16.7,LOW,2025-11-16T18:00:00Z
MINE_UKWA_08,2025-11-16,0.0,24.5,37.2,47.5,10.0,LOW,2025-11-16T18:00:00Z
MINE_SITAPATORE_09,2025-11-16,0.0,20.0,29.1,41.3,11.1,LOW,2025-11-16T18:00:00Z
MINE_BELDONGRI_10,2025-11-16,0.0,27.3,30.8,42.4,11.1,LOW,2025-11-16T18:00:00Z
MINE_GUMGAON_02,2025-11-17,0.0,22.7,28.1,45.6,10.4,LOW,2025-11-17T18:00:00Z
MINE_TIRODI_03,2025-11-17,0.0,17.6,26.7,43.2,10.6,LOW,2025-11-17T18:00:00Z
MINE_DONGRI_04,2025-11-17,0.0,20.2,33.1,31.9,12.7,LOW,2025-11-17T18:00:00Z
MINE_KANDRI_05,2025-11-17,0.0,30.2,26.2,53.2,17.6,LOW,2025-11-17T18:00:00Z
MINE_MANSAR_06,2025-11-17,0.0,25.8,24.2,56.8,16.1,LOW,2025-11-17T18:00:00Z
MINE_CHIKLA_07,2025-11-17,0.0,25.6,25.9,49.5,16.8,LOW,2025-11-17T18:00:00Z
MINE_UKWA_08,2025-11-17,8.2,31.7,26.6,46.8,14.5,LOW,2025-11-17T18:00:00Z
MINE_SITAPATORE_09,2025-11-17,0.0,19.8,33.9,30.8,10.7,LOW,2025-11-17T18:00:00Z
MINE_BELDONGRI_10,2025-11-17,0.0,25.6,35.7,38.5,17.8,LOW,2025-11-17T18:00:00Z
MINE_GUMGAON_02,2025-11-18,0.0,23.8,33.4,48.3,16.8,LOW,2025-11-18T18:00:00Z
MINE_TIRODI_03,2025-11-18,9.4,31.2,24.6,57.5,13.7,LOW,2025-11-18T18:00:00Z
MINE_DONGRI_04,2025-11-18,4.4,29.2,29.5,54.1,14.6,LOW,2025-11-18T18:00:00Z
MINE_KANDRI_05,2025-11-18,0.0,19.7,29.4,51.8,10.3,LOW,2025-11-18T18:00:00Z
MINE_MANSAR_06,2025-11-18,0.0,27.0,24.3,43.2,17.3,LOW,2025-11-18T18:00:00Z
MINE_CHIKLA_07,2025-11-18,0.0,30.5,34.2,32.7,10.4,LOW,2025-11-18T18:00:00Z
MINE_UKWA_08,2025-11-18,0.0,16.3,35.3,49.8,14.0,LOW,2025-11-18T18:00:00Z
MINE_SITAPATORE_09,2025-11-18,0.0,22.9,32.9,54.9,10.3,LOW,2025-11-18T18:00:00Z
MINE_BELDONGRI_10,2025-11-18,0.0,30.6,35.3,55.1,14.0,LOW,2025-11-18T18:00:00Z
MINE_GUMGAON_02,2025-11-19,0.0,23.3,30.4,31.9,15.8,LOW,2025-11-19T18:00:00Z
MINE_TIRODI_03,2025-11-19,0.0,25.2,25.4,39.0,13.7,LOW,2025-11-19T18:00:00Z
MINE_DONGRI_04,2025-11-19,0.0,20.0,34.7,33.3,12.1,LOW,2025-11-19T18:00:00Z
MINE_KANDRI_05,2025-11-19,0.0,23.0,31.8,50.0,13.6,LOW,2025-11-19T18:00:00Z
MINE_MANSAR_06,2025-11-19,0.0,31.1,29.4,52.7,15.6,LOW,2025-11-19T18:00:00Z
MINE_CHIKLA_07,2025-11-19,0.0,17.1,37.6,53.5,14.7,LOW,2025-11-19T18:00:00Z
MINE_UKWA_08,2025-11-19,0.0,29.6,34.6,47.5,16.8,LOW,2025-11-19T18:00:00Z
MINE_SITAPATORE_09,2025-11-19,0.0,30.6,26.3,46.2,15.4,LOW,2025-11-19T18:00:00Z
MINE_BELDONGRI_10,2025-11-19,10.7,16.4,31.4,32.8,15.6,LOW,2025-11-19T18:00:00Z
MINE_GUMGAON_02,2025-11-20,0.0,25.0,28.7,40.3,13.7,LOW,2025-11-20T18:00:00Z
MINE_TIRODI_03,2025-11-20,0.0,27.3,27.9,42.8,13.3,LOW,2025-11-20T18:00:00Z
MINE_DONGRI_04,2025-11-20,0.0,21.1,31.9,57.2,10.2,LOW,2025-11-20T18:00:00Z
MINE_KANDRI_05,2025-11-20,0.0,23.0,32.7,37.2,14.4,LOW,2025-11-20T18:00:00Z
MINE_MANSAR_06,2025-11-20,0.0,17.5,34.5,30.1,10.5,LOW,2025-11-20T18:00:00Z
MINE_CHIKLA_07,2025-11-20,0.0,16.6,30.2,41.5,11.2,LOW,2025-11-20T18:00:00Z
MINE_UKWA_08,2025-11-20,0.0,31.9,24.7,41.8,17.8,LOW,2025-11-20T18:00:00Z
MINE_SITAPATORE_09,2025-11-20,9.5,25.7,26.2,41.5,15.9,LOW,2025-11-20T18:00:00Z
MINE_BELDONGRI_10,2025-11-20,0.0,25.0,33.3,39.2,16.3,LOW,2025-11-20T18:00:00Z
MINE_GUMGAON_02,2025-11-21,0.0,30.8,34.4,37.2,14.7,LOW,2025-11-21T18:00:00Z
MINE_TIRODI_03,2025-11-21,0.0,29.2,32.4,55.1,13.0,LOW,2025-11-21T18:00:00Z
MINE_DONGRI_04,2025-11-21,0.0,26.3,32.4,49.3,16.5,LOW,2025-11-21T18:00:00Z
MINE_KANDRI_05,2025-11-21,0.0,29.2,28.5,37.7,15.9,LOW,2025-11-21T18:00:00Z
MINE_MANSAR_06,2025-11-21,0.0,30.4,30.5,45.7,17.8,LOW,2025-11-21T18:00:00Z
MINE_CHIKLA_07,2025-11-21,0.0,27.6,37.4,43.6,10.5,LOW,2025-11-21T18:00:00Z
MINE_UKWA_08,2025-11-21,8.7,19.0,32.2,49.5,12.8,LOW,2025-11-21T18:00:00Z
MINE_SITAPATORE_09,2025-11-21,0.0,16.9,30.0,52.6,13.7,LOW,2025-11-21T18:00:00Z
MINE_BELDONGRI_10,2025-11-21,0.0,19.1,29.6,51.5,10.9,LOW,2025-11-21T18:00:00Z
MINE_GUMGAON_02,2025-11-22,0.0,19.6,24.3,31.7,17.4,LOW,2025-11-22T18:00:00Z
MINE_TIRODI_03,2025-11-22,0.0,31.3,24.8,38.2,11.6,LOW,2025-11-22T18:00:00Z
MINE_DONGRI_04,2025-11-22,0.0,26.9,35.9,43.0,11.2,LOW,2025-11-22T18:00:00Z
MINE_KANDRI_05,2025-11-22,0.0,16.0,25.5,34.4,13.6,LOW,2025-11-22T18:00:00Z
MINE_MANSAR_06,2025-11-22,0.0,27.8,30.6,42.3,11.7,LOW,2025-11-22T18:00:00Z
MINE_CHIKLA_07,2025-11-22,0.0,16.1,36.2,51.3,11.4,LOW,2025-11-22T18:00:00Z
MINE_UKWA_08,2025-11-22,0.0,18.5,34.1,55.7,15.5,LOW,2025-11-22T18:00:00Z
MINE_SITAPATORE_09,2025-11-22,0.0,24.8,25.4,55.4,13.3,LOW,2025-11-22T18:00:00Z
MINE_BELDONGRI_10,2025-11-22,0.0,30.9,26.4,54.7,10.3,LOW,2025-11-22T18:00:00Z
MINE_GUMGAON_02,2025-11-23,0.0,21.0,37.3,41.1,17.9,LOW,2025-11-23T18:00:00Z
MINE_TIRODI_03,2025-11-23,0.0,17.1,31.1,57.9,12.2,LOW,2025-11-23T18:00:00Z
MINE_DONGRI_04,2025-11-23,0.0,21.4,24.8,37.9,16.5,LOW,2025-11-23T18:00:00Z
MINE_KANDRI_05,2025-11-23,0.0,24.2,37.7,31.3,11.6,LOW,2025-11-23T18:00:00Z
MINE_MANSAR_06,2025-11-23,0.0,22.3,36.7,39.0,16.4,LOW,2025-11-23T18:00:00Z
MINE_CHIKLA_07,2025-11-23,0.0,26.6,26.6,55.5,11.9,LOW,2025-11-23T18:00:00Z
MINE_UKWA_08,2025-11-23,7.9,31.9,27.2,54.2,11.2,LOW,2025-11-23T18:00:00Z
MINE_SITAPATORE_09,2025-11-23,0.0,16.9,35.4,42.1,13.5,LOW,2025-11-23T18:00:00Z
MINE_BELDONGRI_10,2025-11-23,0.0,21.2,33.2,39.1,15.9,LOW,2025-11-23T18:00:00Z
MINE_GUMGAON_02,2025-11-24,0.0,18.5,37.6,33.2,16.9,LOW,2025-11-24T18:00:00Z
MINE_TIRODI_03,2025-11-24,0.0,20.4,28.7,49.6,17.6,LOW,2025-11-24T18:00:00Z
MINE_DONGRI_04,2025-11-24,0.0,22.9,25.0,45.4,10.1,LOW,2025-11-24T18:00:00Z
MINE_KANDRI_05,2025-11-24,0.0,17.1,37.7,44.5,17.6,LOW,2025-11-24T18:00:00Z
MINE_MANSAR_06,2025-11-24,0.0,19.0,27.1,51.7,13.5,LOW,2025-11-24T18:00:00Z
MINE_CHIKLA_07,2025-11-24,0.0,31.0,33.1,40.8,12.9,LOW,2025-11-24T18:00:00Z
MINE_UKWA_08,2025-11-24,0.0,18.1,25.5,33.3,13.5,LOW,2025-11-24T18:00:00Z
MINE_SITAPATORE_09,2025-11-24,0.0,21.6,29.1,43.9,12.9,LOW,2025-11-24T18:00:00Z
MINE_BELDONGRI_10,2025-11-24,0.0,26.0,29.2,45.7,14.3,LOW,2025-11-24T18:00:00Z
MINE_GUMGAON_02,2025-11-25,0.0,20.3,25.3,51.6,12.7,LOW,2025-11-25T18:00:00Z
MINE_TIRODI_03,2025-11-25,0.0,25.3,35.9,49.6,14.7,LOW,2025-11-25T18:00:00Z
MINE_DONGRI_04,2025-11-25,0.0,30.9,28.5,41.1,11.2,LOW,2025-11-25T18:00:00Z
MINE_KANDRI_05,2025-11-25,0.0,21.0,24.3,40.7,11.5,LOW,2025-11-25T18:00:00Z
MINE_MANSAR_06,2025-11-25,0.0,17.0,25.2,52.4,17.6,LOW,2025-11-25T18:00:00Z
MINE_CHIKLA_07,2025-11-25,0.0,23.1,37.3,32.1,14.7,LOW,2025-11-25T18:00:00Z
MINE_UKWA_08,2025-11-25,0.0,24.3,32.2,36.1,16.7,LOW,2025-11-25T18:00:00Z
MINE_SITAPATORE_09,2025-11-25,0.0,28.8,27.7,54.3,16.5,LOW,2025-11-25T18:00:00Z
MINE_BELDONGRI_10,2025-11-25,0.0,26.3,33.4,47.5,13.9,LOW,2025-11-25T18:00:00Z
MINE_GUMGAON_02,2025-11-26,0.0,17.8,37.1,41.7,10.7,LOW,2025-11-26T18:00:00Z
MINE_TIRODI_03,2025-11-26,0.0,22.0,28.5,56.3,16.4,LOW,2025-11-26T18:00:00Z
MINE_DONGRI_04,2025-11-26,0.0,21.4,26.1,34.0,16.8,LOW,2025-11-26T18:00:00Z
MINE_KANDRI_05,2025-11-26,0.0,30.4,34.8,31.1,15.4,LOW,2025-11-26T18:00:00Z
MINE_MANSAR_06,2025-11-26,0.0,31.8,25.5,44.8,10.9,LOW,2025-11-26T18:00:00Z
MINE_CHIKLA_07,2025-11-26,0.0,23.1,32.6,45.0,10.3,LOW,2025-11-26T18:00:00Z
MINE_UKWA_08,2025-11-26,0.0,25.6,37.5,37.0,13.6,LOW,2025-11-26T18:00:00Z
MINE_SITAPATORE_09,2025-11-26,0.0,20.8,33.3,55.7,15.2,LOW,2025-11-26T18:00:00Z
MINE_BELDONGRI_10,2025-11-26,0.0,30.1,35.3,55.0,14.1,LOW,2025-11-26T18:00:00Z
MINE_GUMGAON_02,2025-11-27,0.0,30.8,27.5,50.4,14.2,LOW,2025-11-27T18:00:00Z
MINE_TIRODI_03,2025-11-27,6.7,28.9,32.5,30.3,16.8,LOW,2025-11-27T18:00:00Z
MINE_DONGRI_04,2025-11-27,0.0,24.1,31.7,37.5,11.5,LOW,2025-11-27T18:00:00Z
MINE_KANDRI_05,2025-11-27,0.0,29.4,28.8,30.9,16.7,LOW,2025-11-27T18:00:00Z
MINE_MANSAR_06,2025-11-27,0.0,27.5,24.7,40.5,17.6,LOW,2025-11-27T18:00:00Z
MINE_CHIKLA_07,2025-11-27,0.0,31.3,31.3,53.1,13.5,LOW,2025-11-27T18:00:00Z
MINE_UKWA_08,2025-11-27,0.0,25.4,32.9,56.9,16.2,LOW,2025-11-27T18:00:00Z
MINE_SITAPATORE_09,2025-11-27,0.0,17.6,33.8,45.9,13.3,LOW,2025-11-27T18:00:00Z
MINE_BELDONGRI_10,2025-11-27,0.0,31.4,25.1,55.6,17.0,LOW,2025-11-27T18:00:00Z
MINE_GUMGAON_02,2025-11-28,0.0,31.4,35.6,51.7,11.2,LOW,2025-11-28T18:00:00Z
MINE_TIRODI_03,2025-11-28,0.0,27.3,34.1,39.7,14.2,LOW,2025-11-28T18:00:00Z
MINE_DONGRI_04,2025-11-28,0.0,28.4,24.7,52.9,12.1,LOW,2025-11-28T18:00:00Z
MINE_KANDRI_05,2025-11-28,0.0,25.0,35.7,46.4,15.5,LOW,2025-11-28T18:00:00Z
MINE_MANSAR_06,2025-11-28,0.0,17.2,26.4,30.1,14.6,LOW,2025-11-28T18:00:00Z
MINE_CHIKLA_07,2025-11-28,3.5,27.6,27.6,42.1,13.3,LOW,2025-11-28T18:00:00Z
MINE_UKWA_08,2025-11-28,0.0,23.9,36.6,33.4,13.4,LOW,2025-11-28T18:00:00Z
MINE_SITAPATORE_09,2025-11-28,0.0,29.6,36.9,47.7,11.7,LOW,2025-11-28T18:00:00Z
MINE_BELDONGRI_10,2025-11-28,0.0,25.2,28.8,31.6,11.9,LOW,2025-11-28T18:00:00Z
MINE_GUMGAON_02,2025-11-29,0.0,26.8,29.5,48.2,13.2,LOW,2025-11-29T18:00:00Z
MINE_TIRODI_03,2025-11-29,0.0,24.5,26.0,50.3,17.5,LOW,2025-11-29T18:00:00Z
MINE_DONGRI_04,2025-11-29,0.0,19.0,36.4,51.5,16.8,LOW,2025-11-29T18:00:00Z
MINE_KANDRI_05,2025-11-29,12.0,31.9,36.5,57.4,14.4,LOW,2025-11-29T18:00:00Z
