satellite_source,mine_id,zone_id,ndvi,ndwi,land_surface_temp_c,soil_moisture_satellite_pct,cloud_coverage_pct,data_quality_flag,timestamp
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.193,-0.059,32.7,51.1,6.9,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.25,0.052,33.5,50.0,6.7,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.302,0.045,30.8,49.2,1.8,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.376,0.017,37.8,54.8,1.1,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.175,-0.084,38.2,25.6,7.9,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.177,-0.235,36.6,44.8,2.4,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.286,-0.163,30.8,25.7,7.1,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.263,-0.177,40.2,48.0,4.9,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.214,0.055,33.8,22.1,5.4,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.313,-0.038,34.7,61.1,4.9,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.268,-0.023,33.2,23.3,5.6,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.293,-0.122,36.2,34.0,5.4,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.367,-0.04,33.3,26.1,5.7,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.224,-0.013,40.9,59.4,7.0,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.228,-0.03,41.4,36.7,4.6,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.325,-0.058,32.1,37.1,5.6,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.247,-0.133,40.6,49.9,4.6,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.166,0.042,39.1,67.1,7.9,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.328,0.04,37.0,39.4,7.2,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.348,-0.011,31.1,52.8,4.7,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.217,0.016,39.8,29.9,4.3,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.318,-0.055,34.6,49.6,7.8,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.198,-0.044,34.4,66.6,3.9,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.311,-0.007,37.0,60.9,7.1,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.262,0.044,31.3,39.2,4.5,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.301,-0.162,30.3,62.8,6.8,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.423,-0.076,31.5,22.5,5.7,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.253,-0.223,31.7,64.5,6.1,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.239,0.097,38.5,39.7,0.9,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.343,-0.086,38.4,49.6,7.0,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.284,0.075,37.9,31.2,3.8,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.285,-0.071,38.7,49.2,0.7,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.31,0.007,40.7,46.3,7.0,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.217,-0.069,37.6,52.5,6.8,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.429,-0.208,32.8,58.6,4.9,CLEAR,2025-12-12T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.208,0.078,32.5,26.3,1.9,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.148,-0.03,35.3,52.8,7.0,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.314,-0.199,36.0,57.5,3.3,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.237,-0.072,39.1,50.3,0.3,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.402,-0.226,38.1,29.9,5.9,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.325,0.078,32.2,24.5,2.3,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.244,0.035,32.9,36.6,4.8,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.277,0.057,36.7,41.1,2.0,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.253,-0.211,39.1,58.9,7.8,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.187,-0.131,37.5,22.8,5.6,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.207,-0.185,33.5,28.1,6.1,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.275,-0.003,36.5,57.9,6.6,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.348,0.048,39.4,33.0,3.9,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.364,-0.16,32.7,62.9,0.5,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.154,-0.016,36.9,37.3,6.5,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.129,-0.172,33.0,38.0,0.9,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.261,-0.193,31.9,25.8,7.0,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.329,-0.035,41.1,44.4,3.3,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.255,-0.149,32.1,26.3,7.6,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.201,-0.231,32.0,45.7,7.6,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.324,-0.156,35.5,57.7,3.0,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.243,-0.027,34.1,59.6,3.1,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.453,-0.205,39.1,33.3,5.8,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.207,0.049,31.3,34.5,7.4,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.257,0.072,41.7,62.6,4.6,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.204,-0.204,36.8,60.7,4.2,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.276,-0.045,37.1,38.4,5.3,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.192,-0.153,37.1,28.5,2.4,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.326,-0.019,39.2,35.3,2.0,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.325,0.097,38.1,42.6,2.9,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.235,-0.16,30.0,34.1,3.1,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.215,-0.151,33.1,41.3,6.4,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.168,-0.069,39.6,56.0,1.3,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.22,0.061,39.1,46.6,6.4,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.245,-0.139,30.2,47.8,1.8,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.204,-0.167,31.0,64.7,2.3,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.332,0.079,31.2,57.7,5.6,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.293,-0.075,33.1,32.1,1.7,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.273,0.063,31.6,57.8,3.5,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.218,-0.123,40.0,29.5,0.9,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.349,0.09,41.9,22.1,1.6,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.279,-0.176,39.1,30.6,3.8,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.227,0.091,40.3,64.0,0.3,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.245,-0.226,35.8,32.0,3.8,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.471,-0.232,35.2,29.4,4.8,CLEAR,2025-12-16T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.212,-0.055,37.5,63.5,7.5,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.141,0.085,31.9,67.6,4.2,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.337,-0.184,37.7,38.8,5.5,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.282,0.025,32.2,41.1,1.8,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.472,-0.065,33.4,67.4,6.1,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.332,0.005,36.7,37.9,4.1,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.306,-0.048,41.7,52.7,4.2,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.337,0.03,37.2,34.4,4.5,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.275,0.061,36.7,35.1,6.2,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.12,-0.161,32.4,64.2,6.0,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.209,-0.138,32.3,36.2,1.5,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.285,-0.091,31.2,49.4,1.0,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.202,-0.232,41.1,48.0,7.5,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.35,-0.198,39.3,60.1,7.8,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.204,-0.239,30.3,51.7,5.4,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.217,-0.089,31.3,30.9,1.1,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.297,-0.249,36.2,58.6,4.0,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.344,-0.143,35.8,33.0,4.6,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.204,-0.08,40.7,25.8,7.2,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.255,-0.033,36.5,49.1,7.5,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.348,-0.233,33.6,27.1,7.9,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.325,-0.019,35.6,29.5,2.2,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.424,-0.124,42.0,42.3,4.6,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.294,-0.223,31.7,63.7,1.7,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.214,0.021,35.6,45.3,2.9,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.264,-0.125,41.0,64.8,7.0,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.207,-0.12,33.6,23.0,1.2,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.164,-0.229,38.0,27.8,0.8,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.221,0.045,34.4,23.1,0.3,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.232,0.051,39.0,38.0,6.9,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.236,0.023,41.8,67.7,1.9,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.241,0.029,41.7,59.6,0.7,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.189,-0.156,40.9,45.1,6.9,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.234,-0.233,32.1,30.0,6.4,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.28,-0.183,32.3,61.3,7.8,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.25,-0.21,31.7,52.5,7.5,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.439,-0.178,39.1,26.0,1.2,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.223,-0.096,34.4,39.6,3.6,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.244,0.003,32.1,38.1,6.9,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.223,-0.194,33.4,62.9,3.1,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.343,0.014,38.1,44.7,1.8,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.212,-0.039,33.6,38.3,4.8,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.326,-0.178,34.1,38.3,6.0,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.328,-0.151,40.0,31.4,1.3,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.476,-0.097,35.4,39.7,6.8,CLEAR,2025-12-20T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.137,0.069,35.8,25.4,2.4,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.164,-0.246,39.7,67.8,2.7,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.225,-0.2,38.7,29.9,0.3,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.29,-0.101,41.6,28.8,2.3,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.392,-0.232,33.3,44.2,4.9,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.341,-0.021,34.8,54.0,1.5,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.328,0.031,37.5,64.0,1.8,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.216,-0.234,34.2,60.9,1.9,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.333,-0.039,32.2,26.2,6.2,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.184,0.082,33.8,59.3,2.0,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_02,0.129,-0.242,38.9,31.8,5.1,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_03,0.292,0.026,38.4,41.1,4.4,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_04,0.28,-0.071,34.1,55.0,3.0,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_05,0.376,-0.074,41.4,32.3,2.1,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_01,0.146,-0.053,34.5,50.2,4.6,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_02,0.197,-0.001,33.1,38.1,2.3,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_03,0.224,-0.047,41.8,55.6,6.8,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_04,0.232,-0.064,39.6,37.0,4.1,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_DONGRI_04,ZONE_DGB_05,0.288,-0.077,38.1,37.1,6.5,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_01,0.333,-0.091,40.3,62.2,7.3,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_02,0.272,-0.187,33.8,24.6,4.1,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_03,0.25,-0.248,40.3,66.3,4.2,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_KANDRI_05,ZONE_KND_04,0.444,0.06,33.1,27.0,6.8,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_01,0.334,0.066,38.2,61.4,6.4,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_02,0.262,-0.225,38.6,47.9,4.7,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_03,0.27,-0.19,35.3,26.9,7.0,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_MANSAR_06,ZONE_MSR_04,0.309,0.005,37.5,58.4,6.9,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_01,0.184,-0.183,30.9,57.3,6.8,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_02,0.253,-0.231,32.4,30.3,4.5,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_03,0.237,-0.223,38.2,22.9,2.3,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_04,0.321,-0.154,41.6,50.6,3.9,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_CHIKLA_07,ZONE_CHK_05,0.307,0.041,37.9,25.3,0.5,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_01,0.163,-0.135,41.4,39.8,6.2,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_02,0.233,-0.002,39.3,55.3,7.1,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_03,0.24,-0.225,31.1,25.6,1.5,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_04,0.205,-0.163,38.5,23.3,3.7,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_UKWA_08,ZONE_UKW_05,0.405,-0.106,35.5,24.6,3.7,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_01,0.32,-0.168,32.6,51.3,7.8,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_02,0.32,0.028,35.4,50.0,3.9,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_03,0.262,-0.233,30.5,66.6,5.1,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_SITAPATORE_09,ZONE_STP_04,0.337,0.035,35.6,24.4,4.8,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_01,0.269,-0.228,32.6,39.0,5.4,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_02,0.317,-0.117,40.4,47.0,3.0,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_03,0.2,0.069,39.4,59.3,0.3,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BELDONGRI_10,ZONE_BLD_04,0.4,0.04,31.2,64.3,6.0,CLEAR,2025-12-24T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_NORTH_A,0.133,-0.209,38.4,47.7,1.7,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_CENTRAL_B,0.218,-0.035,33.8,60.9,0.3,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_SOUTH_C,0.338,0.041,39.1,63.1,7.3,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_EAST_D,0.31,-0.052,39.5,55.4,0.9,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_BALAGHAT_01,ZONE_WEST_E,0.445,0.071,35.2,45.8,3.8,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_01,0.21,0.044,31.3,50.2,0.6,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_02,0.319,0.079,41.9,32.6,1.4,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_03,0.222,-0.197,31.3,39.5,6.2,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_GUMGAON_02,ZONE_GMG_04,0.337,0.071,41.2,45.3,3.1,CLEAR,2025-12-28T10:30:00Z
Sentinel-2 MSI,MINE_TIRODI_03,ZONE_TRD_01,0.163,-0.199,30.8,62.2,0.2,CLEAR,2025-12-28T10:30:00Z
